dd_Smed_v6_12104_0,59.40558176531888,dd_Smed_v6_18380_0
dd_Smed_v6_12104_0,62.39912984230838,dd_Smed_v6_39842_0
dd_Smed_v6_12104_0,56.46850523391662,dd_Smed_v6_15961_0
dd_Smed_v6_12104_0,69.02063550708544,dd_Smed_v6_8704_0
dd_Smed_v6_12104_0,57.349431874112085,dd_Smed_v6_6887_0
dd_Smed_v6_12104_0,57.320004674757335,dd_Smed_v6_5065_0
dd_Smed_v6_12104_0,88.74281812576295,dd_Smed_v6_3710_0
dd_Smed_v6_12104_0,58.285900369316884,dd_Smed_v6_5804_0
dd_Smed_v6_8537_0,32.773206136471714,dd_Smed_v6_8408_0
dd_Smed_v6_8537_0,59.72006391374533,dd_Smed_v6_2028_0
dd_Smed_v6_8537_0,51.09386393419581,dd_Smed_v6_39750_0
dd_Smed_v6_8537_0,29.76095992763918,dd_Smed_v6_22783_0
dd_Smed_v6_8537_0,41.78274869403158,dd_Smed_v6_8530_0
dd_Smed_v6_8537_0,43.017176283442346,dd_Smed_v6_18691_0
dd_Smed_v6_8537_0,39.83379416833781,dd_Smed_v6_12050_0
dd_Smed_v6_8537_0,51.367070508048755,dd_Smed_v6_12863_0
dd_Smed_v6_8537_0,31.373295795857643,dd_Smed_v6_3067_0
dd_Smed_v6_8537_0,32.02314907348315,dd_Smed_v6_35625_0
dd_Smed_v6_8537_0,28.146897709430952,dd_Smed_v6_5521_0
dd_Smed_v6_8537_0,49.99011158165111,dd_Smed_v6_29059_0
dd_Smed_v6_8537_0,34.073006028649395,dd_Smed_v6_16135_0
dd_Smed_v6_8537_0,38.272159352157274,dd_Smed_v6_28379_0
dd_Smed_v6_8537_0,33.31393202195783,dd_Smed_v6_11736_0
dd_Smed_v6_8537_0,31.173303514342347,dd_Smed_v6_57142_0
dd_Smed_v6_8537_0,36.46458195610631,dd_Smed_v6_11419_0
dd_Smed_v6_8537_0,30.288812700329252,dd_Smed_v6_11193_0
dd_Smed_v6_8537_0,30.52441059806472,dd_Smed_v6_1483_0
dd_Smed_v6_8537_0,28.86843686625479,dd_Smed_v6_5153_0
dd_Smed_v6_8537_0,46.86392095524075,dd_Smed_v6_11495_0
dd_Smed_v6_8537_0,38.85719856486405,dd_Smed_v6_10629_0
dd_Smed_v6_10279_0,44.78937908175404,dd_Smed_v6_9597_0
dd_Smed_v6_10279_0,78.86218994550751,dd_Smed_v6_3058_0
dd_Smed_v6_10279_0,36.1088808123091,dd_Smed_v6_49913_0
dd_Smed_v6_10279_0,31.743117682214567,dd_Smed_v6_11845_0
dd_Smed_v6_10279_0,45.01196475299734,dd_Smed_v6_4268_0
dd_Smed_v6_10279_0,58.6818435296351,dd_Smed_v6_61073_0
dd_Smed_v6_10279_0,62.39155545745355,dd_Smed_v6_1144_0
dd_Smed_v6_10279_0,38.44492571660255,dd_Smed_v6_396_0
dd_Smed_v6_10279_0,58.50187014895394,dd_Smed_v6_219_0
dd_Smed_v6_10279_0,44.18272649914751,dd_Smed_v6_9863_0
dd_Smed_v6_10279_0,39.08287439703702,dd_Smed_v6_6577_0
dd_Smed_v6_10279_0,41.481308620745196,dd_Smed_v6_17173_0
dd_Smed_v6_10279_0,31.905028892301438,dd_Smed_v6_81644_0
dd_Smed_v6_10279_0,45.60588109442754,dd_Smed_v6_4759_0
dd_Smed_v6_10279_0,34.50714680988494,dd_Smed_v6_994_0
dd_Smed_v6_10279_0,53.01607042058612,dd_Smed_v6_20777_0
dd_Smed_v6_10279_0,36.544694463697915,dd_Smed_v6_4666_0
dd_Smed_v6_10279_0,35.866207537572116,dd_Smed_v6_2351_0
dd_Smed_v6_18947_0,65.19463818242382,dd_Smed_v6_10881_0
dd_Smed_v6_18947_0,71.85144050707916,dd_Smed_v6_11293_0
dd_Smed_v6_18947_0,67.04185490315794,dd_Smed_v6_4908_0
dd_Smed_v6_18947_0,113.2438554105695,dd_Smed_v6_610_0
dd_Smed_v6_18947_0,71.29359812448934,dd_Smed_v6_9565_0
dd_Smed_v6_18947_0,118.42546742718284,dd_Smed_v6_6439_0
dd_Smed_v6_18947_0,71.83092050505634,dd_Smed_v6_445_0
dd_Smed_v6_18947_0,62.88148441147954,dd_Smed_v6_3388_0
